Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - AUD,Flow,,,,,,
24-May-2021,43.480,+0.430,+0.999%,43.010,42.690,44.730,"1,028,765","44,884,035.000","-216,709,150.000",,,,,,
21-May-2021,43.050,-1.920,-4.270%,44.950,43.050,45.160,"1,368,193","59,458,220.000","-261,593,185.000",,,,,,
20-May-2021,44.970,+0.070,+0.156%,44.750,43.770,45.130,"655,857","29,254,408.000","-202,134,965.000",,,,,,
19-May-2021,44.900,-1.430,-3.087%,45.480,44.630,45.510,"720,628","32,400,659.000","-231,389,373.000",,,,,,
18-May-2021,46.330,+1.530,+3.415%,45.550,44.950,46.700,"702,869","32,396,777.000","-198,988,714.000",,,,,,
17-May-2021,44.800,+0.320,+0.719%,44.800,43.470,45.110,"871,822","38,710,070.000","-231,385,491.000",,,,,,
14-May-2021,44.480,-1.250,-2.733%,45.300,44.200,46.110,"889,512","39,815,162.000","-270,095,561.000",,,,,,
13-May-2021,45.730,-1.320,-2.806%,46.700,45.550,47.370,"1,002,234","46,194,378.000","-230,280,399.000",,,,,,
12-May-2021,47.050,-1.260,-2.608%,48.280,46.015,48.280,"943,395","44,207,206.000","-184,086,021.000",,,,,,
11-May-2021,48.310,-0.980,-1.988%,48.000,47.680,49.060,"708,846","34,247,156.000","-139,878,815.000",,,,,,
10-May-2021,49.290,+1.780,+3.747%,48.270,48.215,49.790,"701,360","34,517,079.000","-105,631,659.000",,,,,,
07-May-2021,47.510,-0.060,-0.126%,47.630,47.250,47.990,"539,225","25,638,538.000","-140,148,738.000",,,,,,
06-May-2021,47.570,-0.690,-1.430%,48.700,46.900,48.735,"844,340","40,249,375.000","-114,510,200.000",,,,,,
05-May-2021,48.260,+0.440,+0.920%,47.430,47.200,48.640,"456,065","21,961,618.000","-74,260,825.000",,,,,,
04-May-2021,47.820,+0.220,+0.462%,47.610,47.180,48.180,"671,894","31,962,323.000","-96,222,443.000",,,,,,
03-May-2021,47.600,-0.150,-0.314%,48.500,47.290,48.900,"537,828","25,704,404.000","-128,184,766.000",,,,,,
30-Apr-2021,47.750,-0.040,-0.084%,47.630,46.690,47.870,"652,261","31,006,274.000","-102,480,362.000",,,,,,
29-Apr-2021,47.790,+1.610,+3.486%,46.550,46.340,48.010,"634,816","30,234,489.000","-71,474,088.000",,,,,,
28-Apr-2021,46.180,+0.130,+0.282%,46.150,45.600,46.280,"469,913","21,667,513.000","-101,708,577.000",,,,,,
27-Apr-2021,46.050,+0.300,+0.656%,46.210,45.740,46.800,"631,537","29,121,634.000","-123,376,090.000",,,,,,
26-Apr-2021,45.750,-0.120,-0.262%,46.240,45.540,46.600,"332,994","15,266,434.000","-152,497,724.000",,,,,,
23-Apr-2021,45.870,+0.820,+1.820%,44.950,44.560,46.000,"712,509","32,455,200.000","-137,231,290.000",,,,,,
22-Apr-2021,45.050,+0.700,+1.578%,45.080,43.830,45.160,"767,254","34,345,586.000","-169,686,490.000",,,,,,
21-Apr-2021,44.350,-0.730,-1.619%,43.760,43.270,44.350,"856,795","37,648,867.000","-204,032,076.000",,,,,,
20-Apr-2021,45.080,+1.320,+3.016%,43.810,43.810,45.400,"1,091,885","49,134,791.000","-166,383,209.000",,,,,,
19-Apr-2021,43.760,+0.970,+2.267%,42.880,42.600,44.080,"707,285","30,831,907.000","-215,518,000.000",,,,,,
16-Apr-2021,42.790,-2.390,-5.290%,42.980,42.560,43.840,"1,366,420","58,729,312.000","-246,349,907.000",,,,,,
15-Apr-2021,45.180,+1.690,+3.886%,45.000,44.500,46.650,"1,648,200","75,000,392.000","-187,620,595.000",,,,,,
14-Apr-2021,43.490,+2.670,+6.541%,41.080,41.080,43.630,"1,036,440","44,457,363.000","-262,620,987.000",,,,,,
13-Apr-2021,40.820,-0.340,-0.826%,41.860,40.690,42.000,"903,585","37,146,518.000","-307,078,350.000",,,,,,
12-Apr-2021,41.160,-0.040,-0.097%,41.260,40.340,41.630,"642,131","26,374,341.000","-269,931,832.000",,,,,,
09-Apr-2021,41.200,-0.090,-0.218%,41.440,41.030,42.140,"763,403","31,694,179.000","-243,557,491.000",,,,,,
08-Apr-2021,41.290,+0.480,+1.176%,40.500,40.470,41.630,"622,259","25,606,741.000","-211,863,312.000",,,,,,
07-Apr-2021,40.810,+1.090,+2.744%,40.100,40.020,40.860,"609,191","24,665,779.000","-237,470,053.000",,,,,,
06-Apr-2021,39.720,+1.070,+2.768%,39.630,39.570,40.610,"452,067","18,060,752.000","-262,135,832.000",,,,,,
01-Apr-2021,38.650,+0.630,+1.657%,37.800,37.750,39.010,"541,876","20,846,752.000","-280,196,584.000",,,,,,
31-Mar-2021,38.020,+0.940,+2.535%,37.780,37.530,38.665,"789,963","30,189,153.000","-301,043,336.000",,,,,,
30-Mar-2021,37.080,-0.860,-2.267%,38.930,37.050,38.930,"554,660","20,816,171.000","-331,232,489.000",,,,,,
29-Mar-2021,37.940,+0.940,+2.541%,37.660,37.450,38.260,"521,989","19,764,015.000","-310,416,318.000",,,,,,
26-Mar-2021,37.000,+0.840,+2.323%,36.720,36.400,37.450,"599,131","22,199,241.000","-330,180,333.000",,,,,,
25-Mar-2021,36.160,-0.190,-0.523%,36.450,35.800,36.730,"469,083","16,960,872.000","-352,379,574.000",,,,,,
24-Mar-2021,36.350,-0.160,-0.438%,36.160,35.880,36.560,"739,090","26,822,039.000","-335,418,702.000",,,,,,
23-Mar-2021,36.510,-0.990,-2.640%,37.740,36.160,38.020,"725,200","26,632,826.000","-308,596,663.000",,,,,,
22-Mar-2021,37.500,-1.550,-3.969%,39.060,37.080,39.370,"1,790,676","67,828,211.000","-281,963,837.000",,,,,,
19-Mar-2021,39.050,-0.180,-0.459%,38.900,38.210,39.310,"1,477,650","57,666,081.000","-214,135,626.000",,,,,,
18-Mar-2021,39.230,+0.880,+2.295%,38.360,38.010,39.380,"852,873","33,255,066.000","-156,469,545.000",,,,,,
17-Mar-2021,38.350,-0.380,-0.981%,38.530,37.000,38.550,"933,369","35,600,780.000","-189,724,611.000",,,,,,
16-Mar-2021,38.730,-0.700,-1.775%,39.970,38.620,39.980,"722,931","28,182,735.000","-154,123,831.000",,,,,,
15-Mar-2021,39.430,-0.720,-1.793%,40.400,39.120,40.400,"638,774","25,231,657.000","-125,941,096.000",,,,,,
12-Mar-2021,40.150,+2.070,+5.436%,39.200,39.030,40.370,"824,140","33,027,542.000","-100,709,439.000",,,,,,
11-Mar-2021,38.080,0.000,0.000%,38.830,37.340,38.830,"747,424","28,431,409.000","-133,736,981.000",,,,,,
10-Mar-2021,38.080,-0.610,-1.577%,38.590,37.510,38.620,"976,364","37,242,879.000","-105,305,572.000",,,,,,
09-Mar-2021,38.690,+0.150,+0.389%,39.950,38.600,39.950,"658,322","25,758,717.000","-68,062,693.000",,,,,,
08-Mar-2021,38.540,-0.010,-0.026%,39.500,38.540,39.980,"521,995","20,415,454.000","-93,821,410.000",,,,,,
05-Mar-2021,38.550,-0.110,-0.285%,37.990,37.540,38.640,"780,933","29,803,894.000","-73,405,956.000",,,,,,
04-Mar-2021,38.660,-0.640,-1.628%,39.590,38.350,39.590,"812,315","31,475,070.000","-43,602,062.000",,,,,,
03-Mar-2021,39.300,+0.780,+2.025%,39.160,38.880,39.630,"774,690","30,365,255.000","-12,126,992.000",,,,,,
02-Mar-2021,38.520,-0.350,-0.900%,39.770,38.450,40.080,"957,133","37,298,327.000","-42,492,247.000",,,,,,
01-Mar-2021,38.870,+0.950,+2.505%,38.000,37.920,39.320,"878,170","33,958,351.000","-5,193,920.000",,,,,,
26-Feb-2021,37.920,-1.840,-4.628%,39.000,37.920,39.000,"986,869","37,769,966.000","-39,152,271.000",,,,,,
25-Feb-2021,39.760,-0.110,-0.276%,40.240,39.550,40.420,"719,078","28,691,344.000","-1,382,305.000",,,,,,
24-Feb-2021,39.870,+0.290,+0.733%,40.610,39.280,41.300,"1,130,472","45,685,879.000","27,309,039.000",,,,,,
23-Feb-2021,39.580,-0.050,-0.126%,39.960,39.030,40.640,"1,442,869","57,282,833.000","-18,376,840.000",,,,,,
22-Feb-2021,39.630,+1.840,+4.869%,38.160,38.160,39.900,"813,302","32,053,836.000","38,905,993.000",,,,,,
19-Feb-2021,37.790,-0.960,-2.477%,38.710,37.610,38.750,"966,638","36,717,441.000","6,852,157.000",,,,,,
18-Feb-2021,38.750,+0.070,+0.181%,38.270,37.400,39.200,"1,308,694","50,318,496.000","43,569,598.000",,,,,,
17-Feb-2021,38.680,+1.800,+4.881%,37.500,37.500,38.790,"1,340,647","51,423,412.000","-6,748,898.000",,,,,,
16-Feb-2021,36.880,-0.170,-0.459%,36.710,35.980,37.160,"694,827","25,450,762.000","-58,172,310.000",,,,,,
15-Feb-2021,37.050,+1.080,+3.003%,36.200,36.200,37.050,"842,047","30,976,909.000","-32,721,548.000",,,,,,
12-Feb-2021,35.970,-0.750,-2.042%,36.200,35.445,36.260,"792,155","28,368,770.000","-63,698,457.000",,,,,,
11-Feb-2021,36.720,-0.080,-0.217%,36.800,36.610,38.490,"884,613","32,877,787.000","-35,329,687.000",,,,,,
10-Feb-2021,36.800,-0.200,-0.541%,38.330,36.150,38.480,"781,687","28,772,162.000","-2,451,900.000",,,,,,
09-Feb-2021,37.000,+0.060,+0.162%,37.530,36.270,37.530,"801,098","29,538,583.000","26,320,262.000",,,,,,
08-Feb-2021,36.940,+1.970,+5.633%,35.300,35.110,37.050,"895,050","32,569,730.000","-3,218,321.000",,,,,,
05-Feb-2021,34.970,-0.420,-1.187%,35.980,34.760,36.000,"437,260","15,334,655.000","-35,788,051.000",,,,,,
04-Feb-2021,35.390,-0.520,-1.448%,36.130,35.150,36.130,"637,954","22,630,910.000","-20,453,396.000",,,,,,
03-Feb-2021,35.910,-0.690,-1.885%,36.660,35.260,36.870,"676,091","24,194,744.000","2,177,514.000",,,,,,
02-Feb-2021,36.600,+2.010,+5.811%,35.730,35.660,36.700,"724,669","26,372,258.000","26,372,258.000",,,,,,
,,,,,,,,,,,,,,,
