Exchange Date,Close,Adjusted Close,Net,%Chg,Open,Low,High,Volume,Turnover - AUD,Flow,,,,,
04-May-2021,0.305,,-0.005,-1.613%,0.315,0.305,0.315,"1,457,203","452,002.000","9,828,702.000",,,,,
03-May-2021,0.310,,0.000,0.000%,0.315,0.305,0.320,"2,413,173","748,239.000","10,280,704.000",,,,,
30-Apr-2021,0.310,,-0.020,-6.061%,0.320,0.310,0.320,"3,111,051","982,085.000","11,028,943.000",,,,,
29-Apr-2021,0.330,,+0.025,+8.197%,0.310,0.305,0.330,"4,451,976","1,416,664.000","12,011,028.000",,,,,
28-Apr-2021,0.305,,-0.005,-1.613%,0.310,0.305,0.315,"1,891,383","584,042.000","10,594,364.000",,,,,
27-Apr-2021,0.310,,-0.005,-1.587%,0.310,0.308,0.315,"2,396,929","744,797.000","11,178,406.000",,,,,
26-Apr-2021,0.315,,+0.005,+1.613%,0.310,0.308,0.315,"2,206,225","686,681.000","11,923,203.000",,,,,
23-Apr-2021,0.310,,0.000,0.000%,0.310,0.310,0.315,"1,722,223","534,279.000","11,236,522.000",,,,,
22-Apr-2021,0.310,,0.000,0.000%,0.310,0.310,0.320,"2,098,390","657,838.000","11,770,801.000",,,,,
21-Apr-2021,0.310,,-0.010,-3.125%,0.315,0.310,0.320,"2,247,008","705,066.000","12,428,639.000",,,,,
20-Apr-2021,0.320,,-0.005,-1.538%,0.320,0.315,0.325,"1,814,716","581,038.000","13,133,705.000",,,,,
19-Apr-2021,0.325,,+0.005,+1.563%,0.330,0.315,0.335,"3,628,922","1,174,807.000","13,714,743.000",,,,,
16-Apr-2021,0.320,,-0.005,-1.538%,0.325,0.315,0.335,"3,108,980","1,009,775.000","12,539,936.000",,,,,
15-Apr-2021,0.325,,-0.005,-1.515%,0.320,0.315,0.325,"2,850,873","910,997.000","13,549,711.000",,,,,
14-Apr-2021,0.330,,+0.015,+4.762%,0.310,0.305,0.330,"6,790,645","2,144,665.000","14,460,708.000",,,,,
13-Apr-2021,0.315,,-0.005,-1.563%,0.320,0.315,0.325,"2,268,515","724,319.000","12,316,043.000",,,,,
12-Apr-2021,0.320,,+0.005,+1.587%,0.330,0.320,0.330,"2,046,853","666,265.000","13,040,362.000",,,,,
09-Apr-2021,0.315,,-0.005,-1.563%,0.325,0.315,0.325,"1,623,628","521,933.000","12,374,097.000",,,,,
08-Apr-2021,0.320,,-0.005,-1.538%,0.325,0.320,0.330,"2,522,919","812,215.000","12,896,030.000",,,,,
07-Apr-2021,0.325,,-0.010,-2.985%,0.340,0.325,0.345,"3,581,924","1,190,372.000","13,708,245.000",,,,,
06-Apr-2021,0.335,,+0.005,+1.515%,0.340,0.335,0.345,"2,184,316","742,346.000","14,898,617.000",,,,,
01-Apr-2021,0.330,,-0.005,-1.493%,0.335,0.325,0.335,"2,244,637","746,752.000","14,156,271.000",,,,,
31-Mar-2021,0.335,,+0.025,+8.065%,0.325,0.315,0.335,"5,581,939","1,811,576.000","14,903,023.000",,,,,
30-Mar-2021,0.310,,0.000,0.000%,0.315,0.305,0.315,"2,837,681","882,366.000","13,091,447.000",,,,,
29-Mar-2021,0.310,,-0.010,-3.125%,0.320,0.310,0.325,"2,171,159","687,174.000","13,973,813.000",,,,,
26-Mar-2021,0.320,,+0.005,+1.587%,0.310,0.305,0.320,"4,881,061","1,512,069.000","14,660,987.000",,,,,
25-Mar-2021,0.315,,-0.010,-3.077%,0.325,0.315,0.330,"3,301,821","1,054,567.000","13,148,918.000",,,,,
24-Mar-2021,0.325,,-0.005,-1.515%,0.335,0.320,0.340,"4,225,591","1,392,780.000","14,203,485.000",,,,,
23-Mar-2021,0.330,,+0.005,+1.538%,0.330,0.325,0.345,"4,269,433","1,423,925.000","15,596,265.000",,,,,
22-Mar-2021,0.325,,-0.010,-2.985%,0.335,0.320,0.335,"3,695,055","1,206,416.000","14,172,340.000",,,,,
19-Mar-2021,0.335,,0.000,0.000%,0.330,0.330,0.345,"4,052,451","1,360,047.000","15,378,756.000",,,,,
18-Mar-2021,0.335,,-0.020,-5.634%,0.350,0.335,0.350,"3,483,757","1,191,547.000","16,738,803.000",,,,,
17-Mar-2021,0.355,,+0.005,+1.429%,0.355,0.345,0.380,"12,606,851","4,526,064.000","17,930,350.000",,,,,
16-Mar-2021,0.350,,0.000,0.000%,0.355,0.330,0.355,"3,685,254","1,266,718.000","13,404,286.000",,,,,
15-Mar-2021,0.350,,0.000,0.000%,0.355,0.340,0.360,"4,151,845","1,457,699.000","12,137,568.000",,,,,
12-Mar-2021,0.350,,+0.025,+7.692%,0.345,0.340,0.360,"9,814,848","3,425,528.000","10,679,869.000",,,,,
11-Mar-2021,0.325,,+0.010,+3.175%,0.320,0.310,0.335,"5,132,876","1,657,003.000","7,254,341.000",,,,,
10-Mar-2021,0.315,,+0.005,+1.613%,0.310,0.310,0.325,"5,854,962","1,850,435.000","5,597,338.000",,,,,
09-Mar-2021,0.310,,-0.015,-4.615%,0.325,0.300,0.330,"10,359,997","3,211,028.000","3,746,903.000",,,,,
08-Mar-2021,0.325,,-0.025,-7.143%,0.355,0.320,0.365,"9,869,785","3,397,681.000","6,957,931.000",,,,,
05-Mar-2021,0.350,,+0.005,+1.449%,0.325,0.305,0.355,"14,991,992","4,853,939.000","10,355,612.000",,,,,
04-Mar-2021,0.345,,-0.035,-9.211%,0.380,0.340,0.385,"13,177,040","4,726,437.000","5,501,673.000",,,,,
03-Mar-2021,0.380,,-0.025,-6.173%,0.385,0.375,0.395,"10,426,194","3,995,852.000","10,228,110.000",,,,,
02-Mar-2021,0.405,,+0.020,+5.195%,0.450,0.395,0.475,"27,150,923","11,828,586.000","14,223,962.000",,,,,
01-Mar-2021,0.385,,0.000,0.000%,0.385,0.370,0.385,"4,606,624","1,752,757.000","2,395,376.000",,,,,
26-Feb-2021,0.385,,-0.005,-1.282%,0.370,0.365,0.385,"6,226,463","2,325,551.000","4,148,133.000",,,,,
25-Feb-2021,0.390,,+0.020,+5.405%,0.375,0.365,0.395,"9,228,661","3,509,440.000","6,473,684.000",,,,,
24-Feb-2021,0.370,,-0.035,-8.642%,0.385,0.370,0.390,"12,704,702","4,825,944.000","2,964,244.000",,,,,
23-Feb-2021,0.405,,-0.010,-2.410%,0.405,0.385,0.415,"17,778,684","7,081,115.000","7,790,188.000",,,,,
22-Feb-2021,0.415,,+0.060,+16.901%,0.370,0.370,0.425,"26,487,223","10,475,233.000","14,871,303.000",,,,,
19-Feb-2021,0.355,,+0.030,+9.231%,0.340,0.330,0.360,"18,177,021","6,252,572.000","4,396,070.000",,,,,
18-Feb-2021,0.325,,-0.015,-4.412%,0.325,0.310,0.335,"9,674,381","3,114,207.000","-1,856,502.000",,,,,
17-Feb-2021,0.340,,+0.015,+4.615%,0.335,0.315,0.350,"13,396,620","4,409,313.000","1,257,705.000",,,,,
16-Feb-2021,0.325,,-0.015,-4.412%,0.350,0.315,0.350,"12,713,964","4,166,298.000","-3,151,608.000",,,,,
15-Feb-2021,0.340,,+0.030,+9.677%,0.315,0.315,0.340,"14,732,256","4,849,965.000","1,014,690.000",,,,,
12-Feb-2021,0.310,,-0.005,-1.587%,0.310,0.305,0.325,"16,982,649","5,333,017.000","-3,835,275.000",,,,,
11-Feb-2021,0.315,,-0.035,-10.000%,0.335,0.310,0.335,"20,740,688","6,630,166.000","1,497,742.000",,,,,
10-Feb-2021,0.350,,-0.035,-9.091%,0.365,0.340,0.380,"20,981,535","7,509,412.000","8,127,908.000",,,,,
09-Feb-2021,0.385,,+0.015,+4.054%,0.405,0.350,0.410,"35,015,166","13,294,917.000","15,637,320.000",,,,,
08-Feb-2021,0.370,,+0.070,+23.333%,0.320,0.295,0.370,"28,454,544","9,189,554.000","2,342,403.000",,,,,
05-Feb-2021,0.300,,+0.025,+9.091%,0.320,0.275,0.320,"31,166,466","9,273,738.000","-6,847,151.000",,,,,
04-Feb-2021,0.275,,+0.040,+17.021%,0.250,0.240,0.285,"32,891,437","8,710,728.000","-16,120,889.000",,,,,
03-Feb-2021,0.235,,-0.040,-14.545%,0.265,0.230,0.265,"27,802,438","6,906,576.000","-24,831,617.000",,,,,
02-Feb-2021,0.275,,-0.005,-1.786%,0.290,0.250,0.295,"24,752,315","6,611,056.000","-17,925,041.000",,,,,
01-Feb-2021,0.280,,-0.015,-5.085%,0.275,0.240,0.305,"41,184,742","11,313,985.000","-11,313,985.000",,,,,
